ua_name,ua_id,state,county,tract,block,block_geoid
"Cashmere, WA",14455,53,007,960500,6041,530079605006041
"Cashmere, WA",14455,53,007,960600,1024,530079606001024
"Cashmere, WA",14455,53,007,960600,2019,530079606002019
"Cashmere, WA",14455,53,007,960600,2033,530079606002033
"Cashmere, WA",14455,53,007,960500,6030,530079605006030
"Cashmere, WA",14455,53,007,960500,6028,530079605006028
"Cashmere, WA",14455,53,007,960500,6055,530079605006055
"Cashmere, WA",14455,53,007,960500,6054,530079605006054
"Cashmere, WA",14455,53,007,960600,3007,530079606003007
"Cashmere, WA",14455,53,007,960600,1021,530079606001021
"Cashmere, WA",14455,53,007,960600,1011,530079606001011
"Cashmere, WA",14455,53,007,960600,3008,530079606003008
"Cashmere, WA",14455,53,007,960600,1029,530079606001029
"Cashmere, WA",14455,53,007,960600,1035,530079606001035
"Cashmere, WA",14455,53,007,960600,1036,530079606001036
"Cashmere, WA",14455,53,007,960600,2031,530079606002031
"Cashmere, WA",14455,53,007,960600,1004,530079606001004
"Cashmere, WA",14455,53,007,960600,3021,530079606003021
"Cashmere, WA",14455,53,007,960600,3010,530079606003010
"Cashmere, WA",14455,53,007,960600,3020,530079606003020
"Cashmere, WA",14455,53,007,960600,3023,530079606003023
"Cashmere, WA",14455,53,007,960500,6036,530079605006036
"Cashmere, WA",14455,53,007,960600,3005,530079606003005
"Cashmere, WA",14455,53,007,960600,1020,530079606001020
"Cashmere, WA",14455,53,007,960600,1010,530079606001010
"Cashmere, WA",14455,53,007,960600,1025,530079606001025
"Cashmere, WA",14455,53,007,960600,1028,530079606001028
"Cashmere, WA",14455,53,007,960600,2006,530079606002006
"Cashmere, WA",14455,53,007,960600,1037,530079606001037
"Cashmere, WA",14455,53,007,960600,3025,530079606003025
"Cashmere, WA",14455,53,007,960600,3016,530079606003016
"Cashmere, WA",14455,53,007,960500,6038,530079605006038
"Cashmere, WA",14455,53,007,960600,1032,530079606001032
"Cashmere, WA",14455,53,007,960600,1018,530079606001018
"Cashmere, WA",14455,53,007,960500,6043,530079605006043
"Cashmere, WA",14455,53,007,960600,2011,530079606002011
"Cashmere, WA",14455,53,007,960600,2015,530079606002015
"Cashmere, WA",14455,53,007,960600,3037,530079606003037
"Cashmere, WA",14455,53,007,960600,3026,530079606003026
"Cashmere, WA",14455,53,007,960600,3038,530079606003038
"Cashmere, WA",14455,53,007,960600,3033,530079606003033
