ua_name,ua_id,state,county,tract,block,block_geoid
"Geneva, NY",32842,36,069,051600,1008,360690516001008
"Geneva, NY",32842,36,069,051700,1004,360690517001004
"Geneva, NY",32842,36,069,051900,4013,360690519004013
"Geneva, NY",32842,36,069,051600,1011,360690516001011
"Geneva, NY",32842,36,069,051800,3023,360690518003023
"Geneva, NY",32842,36,069,051600,1009,360690516001009
"Geneva, NY",32842,36,069,051800,2032,360690518002032
"Geneva, NY",32842,36,069,051700,2007,360690517002007
"Geneva, NY",32842,36,069,051700,1021,360690517001021
"Geneva, NY",32842,36,069,051700,1011,360690517001011
"Geneva, NY",32842,36,069,051500,2014,360690515002014
"Geneva, NY",32842,36,069,051500,2008,360690515002008
"Geneva, NY",32842,36,069,051900,4018,360690519004018
"Geneva, NY",32842,36,069,051600,1017,360690516001017
"Geneva, NY",32842,36,069,051600,1010,360690516001010
"Geneva, NY",32842,36,069,051500,1017,360690515001017
"Geneva, NY",32842,36,069,051900,4020,360690519004020
"Geneva, NY",32842,36,069,051900,4011,360690519004011
"Geneva, NY",32842,36,069,051900,4010,360690519004010
"Geneva, NY",32842,36,069,051600,4011,360690516004011
"Geneva, NY",32842,36,069,051900,4007,360690519004007
"Geneva, NY",32842,36,069,051800,2033,360690518002033
"Geneva, NY",32842,36,069,051500,1030,360690515001030
"Geneva, NY",32842,36,069,051500,1015,360690515001015
"Geneva, NY",32842,36,069,051500,2025,360690515002025
"Geneva, NY",32842,36,069,051500,1008,360690515001008
"Geneva, NY",32842,36,069,051500,3006,360690515003006
"Geneva, NY",32842,36,069,051500,3031,360690515003031
"Geneva, NY",32842,36,069,051700,1009,360690517001009
"Geneva, NY",32842,36,069,051500,1011,360690515001011
"Geneva, NY",32842,36,069,051900,2003,360690519002003
"Geneva, NY",32842,36,069,051500,2011,360690515002011
"Geneva, NY",32842,36,069,051500,3001,360690515003001
"Geneva, NY",32842,36,069,051500,3004,360690515003004
"Geneva, NY",32842,36,069,051500,2009,360690515002009
"Geneva, NY",32842,36,069,051400,2000,360690514002000
"Geneva, NY",32842,36,069,051700,2009,360690517002009
"Geneva, NY",32842,36,069,051600,4001,360690516004001
"Geneva, NY",32842,36,069,051900,4000,360690519004000
"Geneva, NY",32842,36,069,051700,2003,360690517002003
"Geneva, NY",32842,36,069,051700,2002,360690517002002
"Geneva, NY",32842,36,069,051700,1018,360690517001018
"Geneva, NY",32842,36,069,051600,2004,360690516002004
"Geneva, NY",32842,36,069,051800,2010,360690518002010
"Geneva, NY",32842,36,069,051600,1001,360690516001001
"Geneva, NY",32842,36,069,051600,2002,360690516002002
"Geneva, NY",32842,36,069,051800,1003,360690518001003
"Geneva, NY",32842,36,069,051800,2007,360690518002007
"Geneva, NY",32842,36,069,051800,2023,360690518002023
"Geneva, NY",32842,36,069,051800,1008,360690518001008
"Geneva, NY",32842,36,069,051600,2011,360690516002011
"Geneva, NY",32842,36,069,051800,2021,360690518002021
"Geneva, NY",32842,36,069,051800,3012,360690518003012
"Geneva, NY",32842,36,069,051600,3009,360690516003009
"Geneva, NY",32842,36,069,051600,4015,360690516004015
"Geneva, NY",32842,36,069,051900,3007,360690519003007
"Geneva, NY",32842,36,069,051600,1013,360690516001013
"Geneva, NY",32842,36,069,051700,2013,360690517002013
"Geneva, NY",32842,36,069,051900,2004,360690519002004
"Geneva, NY",32842,36,069,051900,1005,360690519001005
"Geneva, NY",32842,36,069,051900,3000,360690519003000
"Geneva, NY",32842,36,069,051600,2015,360690516002015
"Geneva, NY",32842,36,069,051900,3012,360690519003012
"Geneva, NY",32842,36,069,051600,1012,360690516001012
"Geneva, NY",32842,36,069,051800,3016,360690518003016
"Geneva, NY",32842,36,069,051500,3003,360690515003003
"Geneva, NY",32842,36,069,051500,3042,360690515003042
"Geneva, NY",32842,36,069,051600,4009,360690516004009
"Geneva, NY",32842,36,069,051700,2004,360690517002004
"Geneva, NY",32842,36,069,051600,4000,360690516004000
"Geneva, NY",32842,36,069,051700,2005,360690517002005
"Geneva, NY",32842,36,069,051600,2003,360690516002003
"Geneva, NY",32842,36,069,051600,2000,360690516002000
"Geneva, NY",32842,36,069,051700,1001,360690517001001
"Geneva, NY",32842,36,069,051800,2011,360690518002011
"Geneva, NY",32842,36,069,051600,2006,360690516002006
"Geneva, NY",32842,36,069,051800,1009,360690518001009
"Geneva, NY",32842,36,069,051800,2025,360690518002025
"Geneva, NY",32842,36,069,051800,1011,360690518001011
"Geneva, NY",32842,36,069,051800,2012,360690518002012
"Geneva, NY",32842,36,069,051800,3001,360690518003001
"Geneva, NY",32842,36,069,051800,3002,360690518003002
"Geneva, NY",32842,36,069,051800,3005,360690518003005
"Geneva, NY",32842,36,069,051600,3010,360690516003010
"Geneva, NY",32842,36,069,051900,4003,360690519004003
"Geneva, NY",32842,36,069,051900,4008,360690519004008
"Geneva, NY",32842,36,069,051900,2005,360690519002005
"Geneva, NY",32842,36,069,051600,1014,360690516001014
"Geneva, NY",32842,36,069,051600,4002,360690516004002
"Geneva, NY",32842,36,069,051900,1006,360690519001006
"Geneva, NY",32842,36,069,051800,3007,360690518003007
"Geneva, NY",32842,36,069,051600,3000,360690516003000
"Geneva, NY",32842,36,069,051600,4003,360690516004003
"Geneva, NY",32842,36,069,051800,3004,360690518003004
"Geneva, NY",32842,36,069,051800,3020,360690518003020
"Geneva, NY",32842,36,069,051600,4013,360690516004013
"Geneva, NY",32842,36,069,051900,1012,360690519001012
"Geneva, NY",32842,36,069,051500,3046,360690515003046
"Geneva, NY",32842,36,069,051500,2026,360690515002026
"Geneva, NY",32842,36,069,051500,3045,360690515003045
"Geneva, NY",32842,36,069,051500,2003,360690515002003
"Geneva, NY",32842,36,069,051800,2001,360690518002001
"Geneva, NY",32842,36,069,051900,4005,360690519004005
"Geneva, NY",32842,36,069,051900,3002,360690519003002
"Geneva, NY",32842,36,069,051700,1008,360690517001008
"Geneva, NY",32842,36,069,051700,1013,360690517001013
"Geneva, NY",32842,36,069,051700,1012,360690517001012
"Geneva, NY",32842,36,069,051700,2008,360690517002008
"Geneva, NY",32842,36,069,051700,2017,360690517002017
"Geneva, NY",32842,36,069,051600,1007,360690516001007
"Geneva, NY",32842,36,069,051800,2000,360690518002000
"Geneva, NY",32842,36,069,051800,2014,360690518002014
"Geneva, NY",32842,36,069,051700,1002,360690517001002
"Geneva, NY",32842,36,069,051600,2007,360690516002007
"Geneva, NY",32842,36,069,051800,2018,360690518002018
"Geneva, NY",32842,36,069,051600,2012,360690516002012
"Geneva, NY",32842,36,069,051800,3006,360690518003006
"Geneva, NY",32842,36,069,051600,3005,360690516003005
"Geneva, NY",32842,36,069,051600,3012,360690516003012
"Geneva, NY",32842,36,069,051900,3009,360690519003009
"Geneva, NY",32842,36,069,051900,1010,360690519001010
"Geneva, NY",32842,36,069,051900,2007,360690519002007
"Geneva, NY",32842,36,069,051900,1013,360690519001013
"Geneva, NY",32842,36,069,051900,1004,360690519001004
"Geneva, NY",32842,36,069,051900,1007,360690519001007
"Geneva, NY",32842,36,069,051600,2017,360690516002017
"Geneva, NY",32842,36,069,051800,3024,360690518003024
"Geneva, NY",32842,36,069,051600,4014,360690516004014
"Geneva, NY",32842,36,069,051900,1009,360690519001009
"Geneva, NY",32842,36,069,051800,1012,360690518001012
"Geneva, NY",32842,36,069,051900,4002,360690519004002
"Geneva, NY",32842,36,069,051800,2029,360690518002029
"Geneva, NY",32842,36,069,051800,2004,360690518002004
"Geneva, NY",32842,36,069,051600,1003,360690516001003
"Geneva, NY",32842,36,069,051700,2006,360690517002006
"Geneva, NY",32842,36,069,051800,2013,360690518002013
"Geneva, NY",32842,36,069,051900,4009,360690519004009
"Geneva, NY",32842,36,069,051900,4006,360690519004006
"Geneva, NY",32842,36,069,051900,4019,360690519004019
"Geneva, NY",32842,36,069,051500,1019,360690515001019
"Geneva, NY",32842,36,069,051500,3026,360690515003026
"Geneva, NY",32842,36,069,051500,3030,360690515003030
"Geneva, NY",32842,36,069,051500,2020,360690515002020
"Geneva, NY",32842,36,069,051500,3009,360690515003009
"Geneva, NY",32842,36,069,051500,3002,360690515003002
"Geneva, NY",32842,36,069,051500,2012,360690515002012
"Geneva, NY",32842,36,069,051800,2026,360690518002026
"Geneva, NY",32842,36,069,051600,4006,360690516004006
"Geneva, NY",32842,36,069,051600,3008,360690516003008
"Geneva, NY",32842,36,069,051700,2018,360690517002018
"Geneva, NY",32842,36,069,051700,2011,360690517002011
"Geneva, NY",32842,36,069,051600,1000,360690516001000
"Geneva, NY",32842,36,069,051700,2012,360690517002012
"Geneva, NY",32842,36,069,051500,2019,360690515002019
"Geneva, NY",32842,36,069,051500,2010,360690515002010
"Geneva, NY",32842,36,069,051500,3047,360690515003047
"Geneva, NY",32842,36,069,051500,3048,360690515003048
"Geneva, NY",32842,36,069,051700,2016,360690517002016
"Geneva, NY",32842,36,069,051900,1008,360690519001008
"Geneva, NY",32842,36,069,051800,2024,360690518002024
"Geneva, NY",32842,36,069,051900,1000,360690519001000
"Geneva, NY",32842,36,069,051600,1005,360690516001005
"Geneva, NY",32842,36,069,051700,1019,360690517001019
"Geneva, NY",32842,36,069,051800,2016,360690518002016
"Geneva, NY",32842,36,069,051800,2009,360690518002009
"Geneva, NY",32842,36,069,051600,2013,360690516002013
"Geneva, NY",32842,36,069,051900,4014,360690519004014
"Geneva, NY",32842,36,069,051600,3007,360690516003007
"Geneva, NY",32842,36,069,051600,4012,360690516004012
"Geneva, NY",32842,36,069,051800,2015,360690518002015
"Geneva, NY",32842,36,069,051800,1007,360690518001007
"Geneva, NY",32842,36,069,051800,2002,360690518002002
"Geneva, NY",32842,36,069,051800,2006,360690518002006
"Geneva, NY",32842,36,069,051600,2014,360690516002014
"Geneva, NY",32842,36,069,051800,3000,360690518003000
"Geneva, NY",32842,36,069,051600,2016,360690516002016
"Geneva, NY",32842,36,069,051800,3013,360690518003013
"Geneva, NY",32842,36,069,051600,3002,360690516003002
"Geneva, NY",32842,36,069,051600,3004,360690516003004
"Geneva, NY",32842,36,069,051600,3003,360690516003003
"Geneva, NY",32842,36,069,051600,3013,360690516003013
"Geneva, NY",32842,36,069,051900,1002,360690519001002
"Geneva, NY",32842,36,069,051900,1003,360690519001003
"Geneva, NY",32842,36,069,051900,3010,360690519003010
"Geneva, NY",32842,36,069,051900,3011,360690519003011
"Geneva, NY",32842,36,069,051900,3013,360690519003013
"Geneva, NY",32842,36,069,051900,4016,360690519004016
"Geneva, NY",32842,36,069,051600,4007,360690516004007
"Geneva, NY",32842,36,069,051600,3001,360690516003001
"Geneva, NY",32842,36,069,051800,1006,360690518001006
"Geneva, NY",32842,36,069,051800,3015,360690518003015
