ua_name,ua_id,state,county,tract,block,block_geoid
"Portland, MI",71290,26,067,031400,1013,260670314001013
"Portland, MI",71290,26,067,031400,2054,260670314002054
"Portland, MI",71290,26,067,031400,2051,260670314002051
"Portland, MI",71290,26,067,031500,3016,260670315003016
"Portland, MI",71290,26,067,031400,1029,260670314001029
"Portland, MI",71290,26,067,031400,2049,260670314002049
"Portland, MI",71290,26,067,031400,1021,260670314001021
"Portland, MI",71290,26,067,031400,1067,260670314001067
"Portland, MI",71290,26,067,031500,2036,260670315002036
"Portland, MI",71290,26,067,031500,2045,260670315002045
"Portland, MI",71290,26,067,031500,1015,260670315001015
"Portland, MI",71290,26,067,031500,2039,260670315002039
"Portland, MI",71290,26,067,031500,1005,260670315001005
"Portland, MI",71290,26,067,031500,2043,260670315002043
"Portland, MI",71290,26,067,031500,3005,260670315003005
"Portland, MI",71290,26,067,031500,4010,260670315004010
"Portland, MI",71290,26,067,031500,1006,260670315001006
"Portland, MI",71290,26,067,031500,4011,260670315004011
"Portland, MI",71290,26,067,031400,1038,260670314001038
"Portland, MI",71290,26,067,031500,1000,260670315001000
"Portland, MI",71290,26,067,031500,2024,260670315002024
"Portland, MI",71290,26,067,031400,2025,260670314002025
"Portland, MI",71290,26,067,031400,1017,260670314001017
"Portland, MI",71290,26,067,031500,2017,260670315002017
"Portland, MI",71290,26,067,031400,2046,260670314002046
"Portland, MI",71290,26,067,031400,2048,260670314002048
"Portland, MI",71290,26,067,031400,1023,260670314001023
"Portland, MI",71290,26,067,031400,2044,260670314002044
"Portland, MI",71290,26,067,031400,1025,260670314001025
"Portland, MI",71290,26,067,031400,2041,260670314002041
"Portland, MI",71290,26,067,031500,2018,260670315002018
"Portland, MI",71290,26,067,031500,2015,260670315002015
"Portland, MI",71290,26,067,031500,1002,260670315001002
"Portland, MI",71290,26,067,031500,1016,260670315001016
"Portland, MI",71290,26,067,031500,1017,260670315001017
"Portland, MI",71290,26,067,031500,2044,260670315002044
"Portland, MI",71290,26,067,031500,1020,260670315001020
"Portland, MI",71290,26,067,031500,2021,260670315002021
"Portland, MI",71290,26,067,031500,1023,260670315001023
"Portland, MI",71290,26,067,031500,4013,260670315004013
"Portland, MI",71290,26,067,031500,2022,260670315002022
"Portland, MI",71290,26,067,031500,4027,260670315004027
"Portland, MI",71290,26,067,031400,2101,260670314002101
"Portland, MI",71290,26,067,031400,2050,260670314002050
"Portland, MI",71290,26,067,031500,2005,260670315002005
"Portland, MI",71290,26,067,031400,1015,260670314001015
"Portland, MI",71290,26,067,031500,4005,260670315004005
"Portland, MI",71290,26,067,031500,3011,260670315003011
"Portland, MI",71290,26,067,031400,1043,260670314001043
"Portland, MI",71290,26,067,031400,1045,260670314001045
"Portland, MI",71290,26,067,031400,1057,260670314001057
"Portland, MI",71290,26,067,031400,1090,260670314001090
"Portland, MI",71290,26,067,031400,1088,260670314001088
"Portland, MI",71290,26,067,031400,1060,260670314001060
"Portland, MI",71290,26,067,031500,3008,260670315003008
"Portland, MI",71290,26,067,031400,1084,260670314001084
"Portland, MI",71290,26,067,031500,2048,260670315002048
"Portland, MI",71290,26,067,031500,2027,260670315002027
"Portland, MI",71290,26,067,031400,2055,260670314002055
"Portland, MI",71290,26,067,031400,1041,260670314001041
"Portland, MI",71290,26,067,031500,3017,260670315003017
"Portland, MI",71290,26,067,031400,2043,260670314002043
"Portland, MI",71290,26,067,031400,2026,260670314002026
"Portland, MI",71290,26,067,031400,2088,260670314002088
"Portland, MI",71290,26,067,031400,2058,260670314002058
"Portland, MI",71290,26,067,031400,2057,260670314002057
"Portland, MI",71290,26,067,031400,1066,260670314001066
"Portland, MI",71290,26,067,031500,2011,260670315002011
"Portland, MI",71290,26,067,031500,2020,260670315002020
"Portland, MI",71290,26,067,031500,1027,260670315001027
"Portland, MI",71290,26,067,031500,4020,260670315004020
"Portland, MI",71290,26,067,031500,4018,260670315004018
"Portland, MI",71290,26,067,031500,4017,260670315004017
