ua_name,ua_id,state,county,tract,block,block_geoid
"Spring Hill, FL",84024,12,053,041203,2000,120530412032000
"Spring Hill, FL",84024,12,053,040910,2019,120530409102019
"Spring Hill, FL",84024,12,053,040801,1034,120530408011034
"Spring Hill, FL",84024,12,053,041004,3020,120530410043020
"Spring Hill, FL",84024,12,053,041004,2031,120530410042031
"Spring Hill, FL",84024,12,053,041004,2029,120530410042029
"Spring Hill, FL",84024,12,053,041004,1005,120530410041005
"Spring Hill, FL",84024,12,053,041004,1011,120530410041011
"Spring Hill, FL",84024,12,053,041105,3010,120530411053010
"Spring Hill, FL",84024,12,053,041105,1022,120530411051022
"Spring Hill, FL",84024,12,053,041006,1033,120530410061033
"Spring Hill, FL",84024,12,053,041304,1007,120530413041007
"Spring Hill, FL",84024,12,053,041106,2007,120530411062007
"Spring Hill, FL",84024,12,053,040907,2003,120530409072003
"Spring Hill, FL",84024,12,053,040906,1035,120530409061035
"Spring Hill, FL",84024,12,053,040906,1036,120530409061036
"Spring Hill, FL",84024,12,053,040908,2041,120530409082041
"Spring Hill, FL",84024,12,053,040911,1014,120530409111014
"Spring Hill, FL",84024,12,053,040911,1024,120530409111024
"Spring Hill, FL",84024,12,053,040911,1036,120530409111036
"Spring Hill, FL",84024,12,053,040911,1020,120530409111020
"Spring Hill, FL",84024,12,053,040911,1006,120530409111006
"Spring Hill, FL",84024,12,053,040911,1002,120530409111002
"Spring Hill, FL",84024,12,053,040909,1036,120530409091036
"Spring Hill, FL",84024,12,053,040906,3025,120530409063025
"Spring Hill, FL",84024,12,053,040908,1006,120530409081006
"Spring Hill, FL",84024,12,053,040909,1033,120530409091033
"Spring Hill, FL",84024,12,053,040905,1022,120530409051022
"Spring Hill, FL",84024,12,053,040701,2051,120530407012051
"Spring Hill, FL",84024,12,053,040701,2053,120530407012053
"Spring Hill, FL",84024,12,053,040701,2052,120530407012052
"Spring Hill, FL",84024,12,053,040701,2022,120530407012022
"Spring Hill, FL",84024,12,053,040701,2008,120530407012008
"Spring Hill, FL",84024,12,053,040701,2025,120530407012025
"Spring Hill, FL",84024,12,053,040701,2084,120530407012084
"Spring Hill, FL",84024,12,053,041402,2044,120530414022044
"Spring Hill, FL",84024,12,053,040911,1032,120530409111032
"Spring Hill, FL",84024,12,053,040911,2044,120530409112044
"Spring Hill, FL",84024,12,053,040701,2060,120530407012060
"Spring Hill, FL",84024,12,053,040701,2155,120530407012155
"Spring Hill, FL",84024,12,053,041006,2032,120530410062032
"Spring Hill, FL",84024,12,053,040905,2047,120530409052047
"Spring Hill, FL",84024,12,053,040702,1009,120530407021009
"Spring Hill, FL",84024,12,053,040702,1023,120530407021023
"Spring Hill, FL",84024,12,053,040702,1040,120530407021040
"Spring Hill, FL",84024,12,053,040801,1030,120530408011030
"Spring Hill, FL",84024,12,053,040702,1044,120530407021044
"Spring Hill, FL",84024,12,053,040702,1016,120530407021016
"Spring Hill, FL",84024,12,053,040702,1070,120530407021070
"Spring Hill, FL",84024,12,053,040801,1012,120530408011012
"Spring Hill, FL",84024,12,053,040801,1031,120530408011031
"Spring Hill, FL",84024,12,053,040801,1021,120530408011021
"Spring Hill, FL",84024,12,053,040702,2024,120530407022024
"Spring Hill, FL",84024,12,053,041204,1006,120530412041006
"Spring Hill, FL",84024,12,053,041103,2034,120530411032034
"Spring Hill, FL",84024,12,053,041203,2064,120530412032064
"Spring Hill, FL",84024,12,053,041204,3009,120530412043009
"Spring Hill, FL",84024,12,053,041103,2013,120530411032013
"Spring Hill, FL",84024,12,053,041302,1002,120530413021002
"Spring Hill, FL",84024,12,053,041402,1028,120530414021028
"Spring Hill, FL",84024,12,053,040901,2003,120530409012003
"Spring Hill, FL",84024,12,053,040502,1006,120530405021006
"Spring Hill, FL",84024,12,053,040400,1005,120530404001005
"Spring Hill, FL",84024,12,053,040400,1010,120530404001010
"Spring Hill, FL",84024,12,053,040802,1054,120530408021054
"Spring Hill, FL",84024,12,053,040802,2011,120530408022011
"Spring Hill, FL",84024,12,053,041302,2029,120530413022029
"Spring Hill, FL",84024,12,053,041402,4020,120530414024020
"Spring Hill, FL",84024,12,053,041402,4022,120530414024022
"Spring Hill, FL",84024,12,053,040905,2040,120530409052040
"Spring Hill, FL",84024,12,053,040901,1039,120530409011039
"Spring Hill, FL",84024,12,053,040905,3035,120530409053035
"Spring Hill, FL",84024,12,053,041401,1032,120530414011032
"Spring Hill, FL",84024,12,053,041402,4036,120530414024036
"Spring Hill, FL",84024,12,053,040905,2038,120530409052038
"Spring Hill, FL",84024,12,053,040905,3033,120530409053033
"Spring Hill, FL",84024,12,053,041502,1029,120530415021029
"Spring Hill, FL",84024,12,053,041502,1042,120530415021042
"Spring Hill, FL",84024,12,053,041600,3102,120530416003102
"Spring Hill, FL",84024,12,053,041600,3129,120530416003129
"Spring Hill, FL",84024,12,053,041600,3071,120530416003071
"Spring Hill, FL",84024,12,053,041600,3151,120530416003151
"Spring Hill, FL",84024,12,053,041502,2046,120530415022046
"Spring Hill, FL",84024,12,053,040400,2042,120530404002042
"Spring Hill, FL",84024,12,053,040302,1027,120530403021027
"Spring Hill, FL",84024,12,053,040202,1017,120530402021017
"Spring Hill, FL",84024,12,053,040802,1031,120530408021031
"Spring Hill, FL",84024,12,053,040802,1013,120530408021013
"Spring Hill, FL",84024,12,053,041302,2019,120530413022019
"Spring Hill, FL",84024,12,053,040901,1030,120530409011030
"Spring Hill, FL",84024,12,053,040901,1028,120530409011028
"Spring Hill, FL",84024,12,053,041302,1034,120530413021034
"Spring Hill, FL",84024,12,053,041401,1004,120530414011004
"Spring Hill, FL",84024,12,053,040905,2030,120530409052030
"Spring Hill, FL",84024,12,053,041401,1011,120530414011011
"Spring Hill, FL",84024,12,053,041402,4017,120530414024017
"Spring Hill, FL",84024,12,053,040901,1037,120530409011037
"Spring Hill, FL",84024,12,053,041402,4035,120530414024035
"Spring Hill, FL",84024,12,053,040905,3028,120530409053028
"Spring Hill, FL",84024,12,053,040905,3024,120530409053024
"Spring Hill, FL",84024,12,053,040905,3031,120530409053031
"Spring Hill, FL",84024,12,053,041402,4025,120530414024025
"Spring Hill, FL",84024,12,053,040901,1035,120530409011035
"Spring Hill, FL",84024,12,053,040905,2033,120530409052033
"Spring Hill, FL",84024,12,053,041600,3127,120530416003127
"Spring Hill, FL",84024,12,053,041103,1017,120530411031017
"Spring Hill, FL",84024,12,053,040910,2001,120530409102001
"Spring Hill, FL",84024,12,053,040801,3002,120530408013002
"Spring Hill, FL",84024,12,053,040801,1052,120530408011052
"Spring Hill, FL",84024,12,053,040702,2071,120530407022071
"Spring Hill, FL",84024,12,053,041005,2004,120530410052004
"Spring Hill, FL",84024,12,053,040801,1000,120530408011000
"Spring Hill, FL",84024,12,053,040907,2002,120530409072002
"Spring Hill, FL",84024,12,053,040907,1007,120530409071007
"Spring Hill, FL",84024,12,053,040907,2000,120530409072000
"Spring Hill, FL",84024,12,053,041103,1031,120530411031031
"Spring Hill, FL",84024,12,053,041106,2020,120530411062020
"Spring Hill, FL",84024,12,053,040907,1003,120530409071003
"Spring Hill, FL",84024,12,053,041106,2028,120530411062028
