ua_name,ua_id,state,county,tract,block,block_geoid,pop
"Marshalltown, IA",55090,19,127,950700,4011,191279507004011,44
"Marshalltown, IA",55090,19,127,950600,4019,191279506004019,7
"Marshalltown, IA",55090,19,127,950700,2034,191279507002034,61
"Marshalltown, IA",55090,19,127,950800,5019,191279508005019,0
"Marshalltown, IA",55090,19,127,950900,1002,191279509001002,68
"Marshalltown, IA",55090,19,127,950900,1007,191279509001007,0
"Marshalltown, IA",55090,19,127,950900,1015,191279509001015,39
"Marshalltown, IA",55090,19,127,950600,3013,191279506003013,75
"Marshalltown, IA",55090,19,127,950600,3022,191279506003022,59
"Marshalltown, IA",55090,19,127,950800,1015,191279508001015,88
"Marshalltown, IA",55090,19,127,950900,3008,191279509003008,23
"Marshalltown, IA",55090,19,127,950800,2004,191279508002004,0
"Marshalltown, IA",55090,19,127,950500,2015,191279505002015,54
"Marshalltown, IA",55090,19,127,950700,2011,191279507002011,13
"Marshalltown, IA",55090,19,127,950700,2036,191279507002036,38
"Marshalltown, IA",55090,19,127,950700,1013,191279507001013,1
"Marshalltown, IA",55090,19,127,950500,4024,191279505004024,62
"Marshalltown, IA",55090,19,127,950700,2013,191279507002013,18
"Marshalltown, IA",55090,19,127,950700,2046,191279507002046,51
"Marshalltown, IA",55090,19,127,950700,2043,191279507002043,48
"Marshalltown, IA",55090,19,127,950700,1019,191279507001019,0
"Marshalltown, IA",55090,19,127,950900,2017,191279509002017,0
"Marshalltown, IA",55090,19,127,950700,1006,191279507001006,34
"Marshalltown, IA",55090,19,127,950700,1007,191279507001007,0
"Marshalltown, IA",55090,19,127,950700,1015,191279507001015,12
"Marshalltown, IA",55090,19,127,950700,3009,191279507003009,0
"Marshalltown, IA",55090,19,127,950700,3012,191279507003012,0
"Marshalltown, IA",55090,19,127,950900,2015,191279509002015,0
"Marshalltown, IA",55090,19,127,951000,3005,191279510003005,25
"Marshalltown, IA",55090,19,127,951000,1032,191279510001032,27
"Marshalltown, IA",55090,19,127,950600,5008,191279506005008,94
"Marshalltown, IA",55090,19,127,951000,1021,191279510001021,27
"Marshalltown, IA",55090,19,127,950900,4012,191279509004012,5
"Marshalltown, IA",55090,19,127,950600,3008,191279506003008,0
"Marshalltown, IA",55090,19,127,950800,1011,191279508001011,21
"Marshalltown, IA",55090,19,127,950600,5011,191279506005011,47
