ua_name,ua_id,state,county,tract,block,block_geoid,pop
"North Shore, CA",63851,6,65,45604,3290,60650456043290,76
"North Shore, CA",63851,6,65,45604,3297,60650456043297,95
"North Shore, CA",63851,6,65,45604,3098,60650456043098,11
"North Shore, CA",63851,6,65,45604,3100,60650456043100,21
"North Shore, CA",63851,6,65,45604,3099,60650456043099,53
"North Shore, CA",63851,6,65,45604,3375,60650456043375,3
"North Shore, CA",63851,6,65,45604,3378,60650456043378,27
"North Shore, CA",63851,6,65,45604,3288,60650456043288,27
"North Shore, CA",63851,6,65,45604,3095,60650456043095,0
"North Shore, CA",63851,6,65,45604,3286,60650456043286,54
"North Shore, CA",63851,6,65,45604,3376,60650456043376,11
"North Shore, CA",63851,6,65,45604,3295,60650456043295,51
"North Shore, CA",63851,6,65,45604,3097,60650456043097,41
"North Shore, CA",63851,6,65,45604,3150,60650456043150,17
"North Shore, CA",63851,6,65,45604,3277,60650456043277,14
"North Shore, CA",63851,6,65,45604,3105,60650456043105,54
"North Shore, CA",63851,6,65,45604,3104,60650456043104,57
"North Shore, CA",63851,6,65,45604,3107,60650456043107,20
"North Shore, CA",63851,6,65,45604,3280,60650456043280,0
"North Shore, CA",63851,6,65,45604,3103,60650456043103,100
"North Shore, CA",63851,6,65,45604,3291,60650456043291,40
"North Shore, CA",63851,6,65,45604,3293,60650456043293,66
"North Shore, CA",63851,6,65,45604,3377,60650456043377,51
"North Shore, CA",63851,6,65,45604,3326,60650456043326,16
"North Shore, CA",63851,6,65,45604,3305,60650456043305,31
"North Shore, CA",63851,6,65,45604,3306,60650456043306,29
"North Shore, CA",63851,6,65,45604,3303,60650456043303,40
"North Shore, CA",63851,6,65,45604,3307,60650456043307,13
"North Shore, CA",63851,6,65,45604,3309,60650456043309,37
"North Shore, CA",63851,6,65,45604,3093,60650456043093,142
"North Shore, CA",63851,6,65,45604,3086,60650456043086,58
"North Shore, CA",63851,6,65,45604,3278,60650456043278,78
"North Shore, CA",63851,6,65,45604,3312,60650456043312,28
"North Shore, CA",63851,6,65,45604,3300,60650456043300,43
"North Shore, CA",63851,6,65,45604,3289,60650456043289,6
"North Shore, CA",63851,6,65,45604,3281,60650456043281,0
"North Shore, CA",63851,6,65,45604,3094,60650456043094,34
"North Shore, CA",63851,6,65,45604,3338,60650456043338,0
"North Shore, CA",63851,6,65,45604,3299,60650456043299,49
"North Shore, CA",63851,6,65,45604,3302,60650456043302,16
"North Shore, CA",63851,6,65,45604,3084,60650456043084,72
"North Shore, CA",63851,6,65,45604,3102,60650456043102,22
"North Shore, CA",63851,6,65,45604,3106,60650456043106,2
"North Shore, CA",63851,6,65,45604,3314,60650456043314,58
"North Shore, CA",63851,6,65,45604,3304,60650456043304,61
"North Shore, CA",63851,6,65,45604,3337,60650456043337,19
"North Shore, CA",63851,6,65,45604,3079,60650456043079,80
"North Shore, CA",63851,6,65,45604,3108,60650456043108,63
"North Shore, CA",63851,6,65,45604,3284,60650456043284,71
"North Shore, CA",63851,6,65,45604,3296,60650456043296,56
"North Shore, CA",63851,6,65,45604,3310,60650456043310,17
"North Shore, CA",63851,6,65,45604,3080,60650456043080,45
"North Shore, CA",63851,6,65,45604,3316,60650456043316,0
"North Shore, CA",63851,6,65,45604,3078,60650456043078,57
"North Shore, CA",63851,6,65,45604,3083,60650456043083,75
"North Shore, CA",63851,6,65,45604,3082,60650456043082,136
"North Shore, CA",63851,6,65,45604,3081,60650456043081,54
"North Shore, CA",63851,6,65,45604,3109,60650456043109,64
"North Shore, CA",63851,6,65,45604,3285,60650456043285,70
"North Shore, CA",63851,6,65,45604,3292,60650456043292,44
"North Shore, CA",63851,6,65,45604,3324,60650456043324,5
"North Shore, CA",63851,6,65,45604,3279,60650456043279,12
"North Shore, CA",63851,6,65,45604,3298,60650456043298,91
"North Shore, CA",63851,6,65,45604,3308,60650456043308,28
"North Shore, CA",63851,6,65,45604,3301,60650456043301,28
"North Shore, CA",63851,6,65,45604,3085,60650456043085,58
"North Shore, CA",63851,6,65,45604,3283,60650456043283,63
"North Shore, CA",63851,6,65,45604,3282,60650456043282,35
"North Shore, CA",63851,6,65,45604,3287,60650456043287,20
"North Shore, CA",63851,6,65,45604,3325,60650456043325,25
"North Shore, CA",63851,6,65,45604,3315,60650456043315,72
