ua_name,ua_id,state,county,tract,block,block_geoid,pop
"Mobile, AL",57925,1,97,3405,1038,10970034051038,55
"Mobile, AL",57925,1,97,1400,1037,10970014001037,11
"Mobile, AL",57925,1,97,1400,2003,10970014002003,21
"Mobile, AL",57925,1,97,1400,2012,10970014002012,15
"Mobile, AL",57925,1,97,1400,1017,10970014001017,26
"Mobile, AL",57925,1,97,1400,1018,10970014001018,12
"Mobile, AL",57925,1,97,902,1002,10970009021002,76
"Mobile, AL",57925,1,97,902,1010,10970009021010,38
"Mobile, AL",57925,1,97,1001,1009,10970010011009,61
"Mobile, AL",57925,1,97,3602,1018,10970036021018,6
"Mobile, AL",57925,1,97,3607,2002,10970036072002,3
"Mobile, AL",57925,1,97,3606,2017,10970036062017,55
"Mobile, AL",57925,1,97,3405,1026,10970034051026,75
"Mobile, AL",57925,1,97,3100,1012,10970031001012,51
"Mobile, AL",57925,1,97,3000,1066,10970030001066,0
"Mobile, AL",57925,1,97,3000,2071,10970030002071,0
"Mobile, AL",57925,1,97,3000,1024,10970030001024,30
"Mobile, AL",57925,1,97,3000,1095,10970030001095,30
"Mobile, AL",57925,1,97,3100,3073,10970031003073,65
"Mobile, AL",57925,1,97,2900,3113,10970029003113,0
"Mobile, AL",57925,1,97,2900,2032,10970029002032,82
"Mobile, AL",57925,1,97,3000,2007,10970030002007,0
"Mobile, AL",57925,1,97,5100,1008,10970051001008,20
"Mobile, AL",57925,1,97,5100,1014,10970051001014,6
"Mobile, AL",57925,1,97,5100,1033,10970051001033,28
"Mobile, AL",57925,1,97,5100,2015,10970051002015,11
"Mobile, AL",57925,1,97,5000,2021,10970050002021,0
"Mobile, AL",57925,1,97,4000,1002,10970040001002,70
"Mobile, AL",57925,1,97,4800,1015,10970048001015,0
"Mobile, AL",57925,1,97,4800,1000,10970048001000,8
"Mobile, AL",57925,1,97,4800,1009,10970048001009,10
"Mobile, AL",57925,1,97,3800,1282,10970038001282,0
"Mobile, AL",57925,1,97,401,2021,10970004012021,0
"Mobile, AL",57925,1,97,7700,1028,10970077001028,0
"Mobile, AL",57925,1,97,1200,1120,10970012001120,0
"Mobile, AL",57925,1,97,7700,1012,10970077001012,0
"Mobile, AL",57925,1,97,7600,1063,10970076001063,0
"Mobile, AL",57925,1,97,7600,1054,10970076001054,0
"Mobile, AL",57925,1,97,7600,1066,10970076001066,0
"Mobile, AL",57925,1,97,7500,1057,10970075001057,0
"Mobile, AL",57925,1,97,7500,1073,10970075001073,0
"Mobile, AL",57925,1,97,2600,1007,10970026001007,386
"Mobile, AL",57925,1,97,3407,2069,10970034072069,0
"Mobile, AL",57925,1,97,3407,2012,10970034072012,0
"Mobile, AL",57925,1,97,4800,1020,10970048001020,0
"Mobile, AL",57925,1,97,200,1019,10970002001019,0
"Mobile, AL",57925,1,97,2700,2078,10970027002078,0
"Mobile, AL",57925,1,97,1200,1112,10970012001112,0
"Mobile, AL",57925,1,97,3204,2017,10970032042017,0
"Mobile, AL",57925,1,97,6405,4022,10970064054022,46
"Mobile, AL",57925,1,97,6404,3074,10970064043074,0
"Mobile, AL",57925,1,97,3205,2032,10970032052032,0
"Mobile, AL",57925,1,97,3205,2029,10970032052029,0
"Mobile, AL",57925,1,97,6404,3001,10970064043001,0
"Mobile, AL",57925,1,97,3704,2106,10970037042106,0
"Mobile, AL",57925,1,97,6405,1036,10970064051036,2
"Mobile, AL",57925,1,97,6403,1094,10970064031094,0
"Mobile, AL",57925,1,97,3703,1063,10970037031063,0
"Mobile, AL",57925,1,97,3704,2055,10970037042055,38
"Mobile, AL",57925,1,97,3704,2002,10970037042002,86
"Mobile, AL",57925,1,97,3704,2005,10970037042005,0
"Mobile, AL",57925,1,97,6404,2012,10970064042012,402
"Mobile, AL",57925,1,97,6405,3018,10970064053018,0
"Mobile, AL",57925,1,97,3705,2021,10970037052021,0
"Mobile, AL",57925,1,97,3704,2045,10970037042045,0
"Mobile, AL",57925,1,97,3706,1030,10970037061030,0
"Mobile, AL",57925,1,97,3205,2049,10970032052049,0
"Mobile, AL",57925,1,97,6404,1033,10970064041033,0
"Mobile, AL",57925,1,97,3204,2087,10970032042087,0
"Mobile, AL",57925,1,97,3204,1028,10970032041028,0
"Mobile, AL",57925,1,97,6404,1048,10970064041048,0
"Mobile, AL",57925,1,97,3204,1030,10970032041030,244
"Mobile, AL",57925,1,97,7000,2173,10970070002173,45
"Mobile, AL",57925,1,97,7000,2009,10970070002009,0
"Mobile, AL",57925,1,97,7000,3030,10970070003030,0
"Mobile, AL",57925,1,97,7102,1092,10970071021092,254
"Mobile, AL",57925,1,97,6901,3031,10970069013031,0
"Mobile, AL",57925,1,97,7000,2133,10970070002133,0
"Mobile, AL",57925,1,97,7102,1108,10970071021108,89
"Mobile, AL",57925,1,97,6502,4029,10970065024029,57
"Mobile, AL",57925,1,97,1501,2005,10970015012005,41
"Mobile, AL",57925,1,97,1501,2021,10970015012021,0
"Mobile, AL",57925,1,97,2302,1011,10970023021011,0
"Mobile, AL",57925,1,97,7400,1070,10970074001070,0
"Mobile, AL",57925,1,97,1400,3019,10970014003019,54
"Mobile, AL",57925,1,97,1302,2003,10970013022003,78
"Mobile, AL",57925,1,97,1200,1449,10970012001449,0
"Mobile, AL",57925,1,97,7300,3015,10970073003015,0
"Mobile, AL",57925,1,97,6103,1018,10970061031018,15
"Mobile, AL",57925,1,97,6103,2003,10970061032003,157
"Mobile, AL",57925,1,97,5500,2042,10970055002042,28
"Mobile, AL",57925,1,97,3800,1134,10970038001134,0
"Mobile, AL",57925,1,97,7500,1069,10970075001069,0
"Mobile, AL",57925,1,97,5200,2042,10970052002042,7
"Mobile, AL",57925,1,97,5200,2009,10970052002009,0
