ua_name,ua_id,state,county,tract,block,block_geoid,pop
"Filer, ID",29698,16,83,500,4037,160830005004037,0
"Filer, ID",29698,16,83,500,5006,160830005005006,57
"Filer, ID",29698,16,83,500,5002,160830005005002,44
"Filer, ID",29698,16,83,500,5034,160830005005034,0
"Filer, ID",29698,16,83,500,4005,160830005004005,30
"Filer, ID",29698,16,83,500,5028,160830005005028,118
"Filer, ID",29698,16,83,500,5024,160830005005024,61
"Filer, ID",29698,16,83,500,4050,160830005004050,3
"Filer, ID",29698,16,83,500,4049,160830005004049,10
"Filer, ID",29698,16,83,500,4039,160830005004039,0
"Filer, ID",29698,16,83,500,4034,160830005004034,13
"Filer, ID",29698,16,83,500,2117,160830005002117,0
"Filer, ID",29698,16,83,500,5039,160830005005039,113
"Filer, ID",29698,16,83,500,3038,160830005003038,72
"Filer, ID",29698,16,83,500,4008,160830005004008,42
"Filer, ID",29698,16,83,500,4057,160830005004057,10
"Filer, ID",29698,16,83,500,5020,160830005005020,6
"Filer, ID",29698,16,83,500,4003,160830005004003,49
"Filer, ID",29698,16,83,500,5007,160830005005007,17
"Filer, ID",29698,16,83,500,4001,160830005004001,30
"Filer, ID",29698,16,83,500,3039,160830005003039,44
"Filer, ID",29698,16,83,500,3059,160830005003059,34
"Filer, ID",29698,16,83,500,5022,160830005005022,2
"Filer, ID",29698,16,83,500,4038,160830005004038,1
"Filer, ID",29698,16,83,500,3051,160830005003051,12
"Filer, ID",29698,16,83,500,5027,160830005005027,1
"Filer, ID",29698,16,83,500,4060,160830005004060,0
"Filer, ID",29698,16,83,500,5040,160830005005040,0
"Filer, ID",29698,16,83,500,5023,160830005005023,108
"Filer, ID",29698,16,83,500,3076,160830005003076,44
"Filer, ID",29698,16,83,500,4041,160830005004041,14
"Filer, ID",29698,16,83,500,5008,160830005005008,9
"Filer, ID",29698,16,83,500,5026,160830005005026,111
"Filer, ID",29698,16,83,500,5035,160830005005035,0
"Filer, ID",29698,16,83,500,4054,160830005004054,11
"Filer, ID",29698,16,83,500,4048,160830005004048,0
"Filer, ID",29698,16,83,500,5009,160830005005009,18
"Filer, ID",29698,16,83,500,3072,160830005003072,24
"Filer, ID",29698,16,83,500,5001,160830005005001,6
"Filer, ID",29698,16,83,500,4019,160830005004019,10
"Filer, ID",29698,16,83,500,4015,160830005004015,0
"Filer, ID",29698,16,83,500,3030,160830005003030,62
"Filer, ID",29698,16,83,500,4004,160830005004004,4
"Filer, ID",29698,16,83,500,4014,160830005004014,0
"Filer, ID",29698,16,83,500,4010,160830005004010,6
"Filer, ID",29698,16,83,500,4028,160830005004028,10
"Filer, ID",29698,16,83,500,3071,160830005003071,54
"Filer, ID",29698,16,83,500,5018,160830005005018,12
"Filer, ID",29698,16,83,500,5025,160830005005025,50
"Filer, ID",29698,16,83,500,5015,160830005005015,14
"Filer, ID",29698,16,83,500,3043,160830005003043,14
"Filer, ID",29698,16,83,500,3037,160830005003037,44
"Filer, ID",29698,16,83,500,4053,160830005004053,13
"Filer, ID",29698,16,83,500,5032,160830005005032,0
"Filer, ID",29698,16,83,500,4024,160830005004024,0
"Filer, ID",29698,16,83,500,4036,160830005004036,5
"Filer, ID",29698,16,83,500,2116,160830005002116,0
"Filer, ID",29698,16,83,500,2113,160830005002113,10
"Filer, ID",29698,16,83,500,2114,160830005002114,0
"Filer, ID",29698,16,83,500,4059,160830005004059,79
"Filer, ID",29698,16,83,500,4006,160830005004006,20
"Filer, ID",29698,16,83,500,2066,160830005002066,67
"Filer, ID",29698,16,83,500,5005,160830005005005,1
