ua_name,ua_id,state,county,tract,block,block_geoid,pop
"Hattiesburg, MS",37594,28,35,200,2008,280350002002008,1
"Hattiesburg, MS",37594,28,35,10700,1070,280350107001070,1
"Hattiesburg, MS",37594,28,35,10700,1072,280350107001072,0
"Hattiesburg, MS",37594,28,35,10700,1062,280350107001062,0
"Hattiesburg, MS",37594,28,35,1100,2051,280350011002051,56
"Hattiesburg, MS",37594,28,35,700,1033,280350007001033,0
"Hattiesburg, MS",37594,28,35,700,3036,280350007003036,0
"Hattiesburg, MS",37594,28,35,800,4026,280350008004026,0
"Hattiesburg, MS",37594,28,35,10500,2068,280350105002068,0
"Hattiesburg, MS",37594,28,35,10500,2084,280350105002084,0
"Hattiesburg, MS",37594,28,35,10500,2075,280350105002075,0
"Hattiesburg, MS",37594,28,35,300,3004,280350003003004,0
"Hattiesburg, MS",37594,28,35,10700,2047,280350107002047,22
"Hattiesburg, MS",37594,28,35,1100,1016,280350011001016,0
"Hattiesburg, MS",37594,28,35,1100,2016,280350011002016,7
"Hattiesburg, MS",37594,28,35,1100,1036,280350011001036,0
"Hattiesburg, MS",37594,28,35,10300,2042,280350103002042,51
"Hattiesburg, MS",37594,28,35,10700,1085,280350107001085,0
"Hattiesburg, MS",37594,28,35,10700,1078,280350107001078,0
"Hattiesburg, MS",37594,28,35,10700,1090,280350107001090,0
"Hattiesburg, MS",37594,28,35,200,1010,280350002001010,28
"Hattiesburg, MS",37594,28,35,600,1002,280350006001002,2
"Hattiesburg, MS",37594,28,35,700,2011,280350007002011,0
"Hattiesburg, MS",37594,28,35,1100,2021,280350011002021,0
"Hattiesburg, MS",37594,28,35,10200,4041,280350102004041,7
"Hattiesburg, MS",37594,28,35,1100,2005,280350011002005,0
"Hattiesburg, MS",37594,28,35,10200,4064,280350102004064,0
"Hattiesburg, MS",37594,28,35,10200,4114,280350102004114,0
"Hattiesburg, MS",37594,28,35,10200,2062,280350102002062,0
"Hattiesburg, MS",37594,28,35,10200,3080,280350102003080,0
"Hattiesburg, MS",37594,28,35,10300,3020,280350103003020,0
"Hattiesburg, MS",37594,28,35,10500,3080,280350105003080,14
"Hattiesburg, MS",37594,28,35,10500,1045,280350105001045,39
"Hattiesburg, MS",37594,28,35,200,1013,280350002001013,26
"Hattiesburg, MS",37594,28,35,10700,1067,280350107001067,0
