ua_name,ua_id,state,county,tract,block,block_geoid,pop
"Angels, CA",2494,6,9,121,1045,60090001211045,200
"Angels, CA",2494,6,9,121,1042,60090001211042,124
"Angels, CA",2494,6,9,121,2025,60090001212025,18
"Angels, CA",2494,6,9,121,1058,60090001211058,21
"Angels, CA",2494,6,9,121,1043,60090001211043,157
"Angels, CA",2494,6,9,121,2060,60090001212060,12
"Angels, CA",2494,6,9,121,2057,60090001212057,40
"Angels, CA",2494,6,9,121,1085,60090001211085,53
"Angels, CA",2494,6,9,121,1038,60090001211038,41
"Angels, CA",2494,6,9,121,2034,60090001212034,26
"Angels, CA",2494,6,9,121,1068,60090001211068,52
"Angels, CA",2494,6,9,121,1044,60090001211044,7
"Angels, CA",2494,6,9,121,1084,60090001211084,23
"Angels, CA",2494,6,9,121,2051,60090001212051,48
"Angels, CA",2494,6,9,121,1054,60090001211054,32
"Angels, CA",2494,6,9,121,1025,60090001211025,66
"Angels, CA",2494,6,9,121,1076,60090001211076,13
"Angels, CA",2494,6,9,121,1104,60090001211104,0
"Angels, CA",2494,6,9,121,1070,60090001211070,35
"Angels, CA",2494,6,9,121,1075,60090001211075,0
"Angels, CA",2494,6,9,121,2059,60090001212059,56
"Angels, CA",2494,6,9,121,2044,60090001212044,0
"Angels, CA",2494,6,9,121,2066,60090001212066,23
"Angels, CA",2494,6,9,121,1107,60090001211107,0
"Angels, CA",2494,6,9,121,1098,60090001211098,26
"Angels, CA",2494,6,9,121,2053,60090001212053,79
"Angels, CA",2494,6,9,121,2020,60090001212020,129
"Angels, CA",2494,6,9,121,1040,60090001211040,117
"Angels, CA",2494,6,9,121,1041,60090001211041,9
"Angels, CA",2494,6,9,121,1103,60090001211103,2
"Angels, CA",2494,6,9,121,1049,60090001211049,35
"Angels, CA",2494,6,9,121,1060,60090001211060,0
"Angels, CA",2494,6,9,121,1048,60090001211048,20
"Angels, CA",2494,6,9,121,1092,60090001211092,0
"Angels, CA",2494,6,9,121,1053,60090001211053,68
"Angels, CA",2494,6,9,121,1062,60090001211062,64
"Angels, CA",2494,6,9,121,2043,60090001212043,62
"Angels, CA",2494,6,9,121,2033,60090001212033,1
"Angels, CA",2494,6,9,121,1077,60090001211077,64
"Angels, CA",2494,6,9,121,1056,60090001211056,11
"Angels, CA",2494,6,9,121,1057,60090001211057,9
"Angels, CA",2494,6,9,121,1079,60090001211079,30
"Angels, CA",2494,6,9,121,2056,60090001212056,17
"Angels, CA",2494,6,9,121,1082,60090001211082,11
"Angels, CA",2494,6,9,121,1093,60090001211093,0
"Angels, CA",2494,6,9,121,1113,60090001211113,14
"Angels, CA",2494,6,9,121,1112,60090001211112,5
"Angels, CA",2494,6,9,121,1081,60090001211081,1
"Angels, CA",2494,6,9,121,2055,60090001212055,26
"Angels, CA",2494,6,9,121,2067,60090001212067,80
"Angels, CA",2494,6,9,121,1051,60090001211051,16
"Angels, CA",2494,6,9,121,2030,60090001212030,5
"Angels, CA",2494,6,9,121,1105,60090001211105,39
"Angels, CA",2494,6,9,121,2074,60090001212074,8
"Angels, CA",2494,6,9,121,2062,60090001212062,8
"Angels, CA",2494,6,9,121,2061,60090001212061,17
"Angels, CA",2494,6,9,121,2052,60090001212052,18
"Angels, CA",2494,6,9,122,3129,60090001223129,1
"Angels, CA",2494,6,9,121,1046,60090001211046,36
"Angels, CA",2494,6,9,121,2037,60090001212037,14
"Angels, CA",2494,6,9,121,1050,60090001211050,42
"Angels, CA",2494,6,9,121,2029,60090001212029,243
"Angels, CA",2494,6,9,121,1069,60090001211069,12
"Angels, CA",2494,6,9,121,2073,60090001212073,0
"Angels, CA",2494,6,9,121,2038,60090001212038,0
"Angels, CA",2494,6,9,121,1106,60090001211106,0
"Angels, CA",2494,6,9,121,1088,60090001211088,8
"Angels, CA",2494,6,9,121,1039,60090001211039,7
"Angels, CA",2494,6,9,121,1026,60090001211026,12
"Angels, CA",2494,6,9,121,1061,60090001211061,17
"Angels, CA",2494,6,9,121,1078,60090001211078,24
"Angels, CA",2494,6,9,121,2068,60090001212068,0
"Angels, CA",2494,6,9,121,2065,60090001212065,5
"Angels, CA",2494,6,9,121,1083,60090001211083,0
"Angels, CA",2494,6,9,121,2032,60090001212032,24
"Angels, CA",2494,6,9,121,2035,60090001212035,31
"Angels, CA",2494,6,9,121,1102,60090001211102,48
