ua_name,ua_id,state,county,tract,block,block_geoid,pop
"Dodgeville, WI",24364,55,49,950400,1054,550499504001054,35
"Dodgeville, WI",24364,55,49,950400,2022,550499504002022,0
"Dodgeville, WI",24364,55,49,950400,2031,550499504002031,54
"Dodgeville, WI",24364,55,49,950400,2038,550499504002038,12
"Dodgeville, WI",24364,55,49,950400,2036,550499504002036,32
"Dodgeville, WI",24364,55,49,950400,1079,550499504001079,9
"Dodgeville, WI",24364,55,49,950400,2046,550499504002046,29
"Dodgeville, WI",24364,55,49,950400,4029,550499504004029,28
"Dodgeville, WI",24364,55,49,950400,3000,550499504003000,32
"Dodgeville, WI",24364,55,49,950400,4014,550499504004014,43
"Dodgeville, WI",24364,55,49,950400,4017,550499504004017,22
"Dodgeville, WI",24364,55,49,950400,1081,550499504001081,25
"Dodgeville, WI",24364,55,49,950400,2010,550499504002010,0
"Dodgeville, WI",24364,55,49,950400,1038,550499504001038,6
"Dodgeville, WI",24364,55,49,950400,2016,550499504002016,7
"Dodgeville, WI",24364,55,49,950400,1047,550499504001047,23
"Dodgeville, WI",24364,55,49,950400,2023,550499504002023,0
"Dodgeville, WI",24364,55,49,950400,1052,550499504001052,26
"Dodgeville, WI",24364,55,49,950400,4069,550499504004069,32
"Dodgeville, WI",24364,55,49,950400,4016,550499504004016,39
"Dodgeville, WI",24364,55,49,950400,1066,550499504001066,82
"Dodgeville, WI",24364,55,49,950400,2012,550499504002012,65
"Dodgeville, WI",24364,55,49,950400,1020,550499504001020,0
"Dodgeville, WI",24364,55,49,950400,1067,550499504001067,3
"Dodgeville, WI",24364,55,49,950400,2019,550499504002019,68
"Dodgeville, WI",24364,55,49,950400,4010,550499504004010,248
"Dodgeville, WI",24364,55,49,950400,2014,550499504002014,0
"Dodgeville, WI",24364,55,49,950400,1041,550499504001041,11
"Dodgeville, WI",24364,55,49,950400,1057,550499504001057,14
"Dodgeville, WI",24364,55,49,950400,1051,550499504001051,24
"Dodgeville, WI",24364,55,49,950400,2020,550499504002020,55
"Dodgeville, WI",24364,55,49,950400,2042,550499504002042,14
"Dodgeville, WI",24364,55,49,950400,1061,550499504001061,43
"Dodgeville, WI",24364,55,49,950400,2045,550499504002045,17
"Dodgeville, WI",24364,55,49,950400,2052,550499504002052,17
"Dodgeville, WI",24364,55,49,950400,3012,550499504003012,47
